,0,1,2,3,4,5,6,7,8,9,10,11,12,13
464,0,0,0,0,0,0,0,15,1,13,3,5,2,7
465,0,0,0,0,0,0,0,0,15,10,1,13,7,8
466,0,0,0,0,0,0,0,9,10,1,13,15,7,8
467,0,0,0,0,0,0,0,9,10,1,15,8,2,7
468,0,0,0,0,0,0,0,0,1,15,3,5,2,13
469,0,0,0,0,0,0,0,0,0,1,15,7,8,2
470,0,0,0,0,0,0,0,0,0,0,0,9,15,10
471,0,0,0,0,0,0,0,0,10,1,15,8,2,7
472,0,0,0,0,0,0,0,15,10,1,13,7,8,2
473,0,0,0,0,0,0,0,0,0,15,2,13,3,5
474,0,0,0,0,0,0,0,0,0,1,13,15,8,2
475,0,0,0,0,0,0,15,1,13,7,8,2,3,5
476,0,0,0,0,0,0,10,1,15,7,3,5,8,2
477,0,0,0,0,0,9,15,10,1,3,5,2,13,8
478,0,0,0,0,0,0,0,0,0,15,1,13,3,5
479,0,0,0,0,0,0,0,0,15,10,1,3,5,8
480,0,0,0,0,0,0,0,1,15,3,5,2,7,8
481,0,0,0,0,0,0,0,0,0,0,15,1,8,2
482,0,0,0,0,0,0,9,15,1,8,2,13,3,5
483,0,0,0,0,0,0,0,15,1,7,3,5,8,2
484,0,0,0,0,0,0,0,0,9,1,13,15,8,2
485,0,0,0,0,0,0,9,15,1,7,3,5,8,2
486,0,0,0,0,0,9,15,10,1,13,8,2,3,5
487,0,0,0,0,0,0,15,10,1,13,2,3,5,8
488,0,0,0,0,0,9,15,1,7,2,13,3,5,8
489,0,0,0,0,0,9,10,1,13,15,7,3,5,2
490,0,0,0,0,0,0,0,0,0,0,1,13,15,7
491,0,0,0,0,9,10,1,13,15,7,2,3,5,8
492,0,0,0,0,0,0,10,1,15,3,5,8,2,7
493,0,0,0,0,0,0,0,15,1,13,7,3,5,8
494,0,0,0,0,0,0,0,9,15,10,2,13,7,8
495,0,0,0,0,0,0,0,0,0,0,0,0,2,13
496,0,0,0,0,0,9,15,10,1,13,2,3,5,8
497,0,0,0,0,0,0,0,15,10,1,8,2,13,7
498,0,0,0,0,0,9,10,1,15,7,3,5,8,2
499,0,0,0,0,0,0,0,0,9,1,13,2,15,7
500,0,0,0,0,0,0,0,9,15,10,1,8,2,7
501,0,0,0,0,0,0,0,15,1,13,7,3,5,2
502,0,0,0,0,0,0,0,0,9,15,1,7,8,2
503,0,0,0,0,0,0,0,9,1,15,7,3,5,2
504,0,0,0,0,0,0,0,0,0,0,0,0,0,9
505,0,0,0,0,0,9,10,1,13,2,15,3,5,8
506,0,0,0,0,0,0,0,0,9,1,15,7,2,13
507,0,0,0,0,0,0,0,9,15,10,2,7,3,5
508,0,0,0,0,0,0,1,15,7,2,13,3,5,8
509,0,0,0,0,0,9,1,15,3,5,8,2,13,7
510,0,0,0,0,0,0,0,15,10,1,13,8,2,7
511,0,0,0,0,0,0,0,9,10,1,13,2,15,7
512,0,0,0,0,0,0,0,0,9,15,2,3,5,8
513,0,0,0,0,0,0,0,0,0,0,15,2,13,7
514,0,0,0,0,0,0,0,0,9,15,1,8,2,7
515,0,0,0,0,0,0,0,0,0,0,0,0,10,12
516,0,0,0,0,0,0,0,0,0,0,0,15,12,10
517,0,0,0,0,0,0,0,0,0,0,0,9,15,10
518,0,0,0,0,0,0,0,0,0,0,0,0,0,9
519,0,0,0,0,0,0,0,0,0,0,0,9,15,12
520,0,0,0,0,0,0,0,0,0,0,9,15,10,12
521,0,0,0,0,0,0,0,0,0,0,0,0,15,10
522,0,0,0,0,0,0,0,0,0,0,0,0,9,10
523,0,0,0,0,0,0,0,0,0,0,0,0,0,15
524,0,0,0,0,0,0,0,0,0,0,0,0,9,15
525,0,0,0,0,0,0,0,0,0,0,0,9,10,12
526,0,0,0,0,0,0,0,0,0,0,0,15,10,12
527,0,0,0,0,0,0,0,0,0,0,9,10,15,12
528,0,0,0,0,0,0,0,0,0,0,0,0,0,10
529,0,0,0,0,0,0,0,0,0,0,0,0,15,12
530,0,0,0,0,0,0,0,0,0,0,0,10,15,12
531,0,0,0,0,0,0,0,0,0,0,9,15,12,10
532,0,0,0,0,0,0,0,0,0,0,0,0,15,12
533,0,0,0,0,0,0,0,0,0,0,9,15,12,10
534,0,0,0,0,0,0,0,0,0,0,0,0,10,12
535,0,0,0,0,0,0,0,0,0,0,0,9,10,12
536,0,0,0,0,0,0,0,0,0,0,0,0,0,9
537,0,0,0,0,0,0,0,0,0,0,0,15,12,10
538,0,0,0,0,0,0,0,0,0,0,0,9,15,12
539,0,0,0,0,0,0,0,0,0,0,0,0,0,45
540,0,0,0,0,0,0,0,0,0,0,0,11,45,6
541,0,0,0,0,0,0,0,0,0,0,0,0,45,6
542,0,0,0,0,0,0,0,0,0,0,0,0,45,11
543,0,0,0,0,0,0,0,0,0,0,0,45,11,6
544,0,0,0,0,0,0,0,0,0,0,0,0,11,45
545,0,0,0,0,0,0,0,0,0,0,0,27,11,18
546,0,0,0,0,0,0,0,0,0,0,0,0,27,11
547,0,0,0,0,0,0,0,0,0,0,0,11,27,18
548,0,0,0,0,0,0,0,0,0,0,0,0,11,27
549,0,0,0,0,0,0,0,0,0,0,0,0,27,18
550,0,0,0,0,0,0,0,0,0,0,0,0,18,27
551,0,0,0,0,0,0,0,0,0,0,0,0,0,27
552,0,0,0,0,0,0,0,0,0,37,4,35,43,38
553,0,0,0,0,0,0,0,0,0,4,22,37,35,43
554,0,0,0,0,0,0,0,0,0,0,22,4,37,35
555,0,0,0,0,0,0,0,0,0,0,18,4,43,38
556,0,0,0,0,0,0,0,0,0,4,11,37,35,38
557,0,0,0,0,0,0,0,0,0,0,11,4,35,43
558,0,0,0,0,0,0,0,4,11,18,22,37,35,43
559,0,0,0,0,0,0,0,0,0,0,4,18,43,38
560,0,0,0,0,0,0,4,11,18,22,37,35,43,38
561,0,0,0,0,0,0,0,0,0,4,11,18,43,38
562,0,0,0,0,0,0,0,0,22,4,37,35,43,38
563,0,0,0,0,0,0,0,0,0,18,4,35,43,38
564,0,0,0,0,0,0,0,0,0,4,18,37,35,43
565,0,0,0,0,0,0,0,0,0,0,4,18,37,35
566,0,0,0,0,0,0,0,0,0,0,0,11,4,38
567,0,0,0,0,0,0,0,0,0,4,18,22,37,35
568,0,0,0,0,0,0,0,0,0,0,18,4,22,43
569,0,0,0,0,0,0,0,0,0,4,18,22,37,43
570,0,0,0,0,0,0,0,0,0,0,0,11,4,35
571,0,0,0,0,0,0,0,0,0,0,11,4,22,37
572,0,0,0,0,0,0,0,0,0,0,0,4,35,43
573,0,0,0,0,0,0,0,0,4,18,37,35,43,38
574,0,0,0,0,0,0,0,0,0,0,0,4,22,38
575,0,0,0,0,0,0,0,0,0,0,0,0,22,4
576,0,0,0,0,0,0,0,0,0,0,0,0,4,38
577,0,0,0,0,0,0,0,0,0,4,11,18,37,35
578,0,0,0,0,0,0,0,0,4,11,18,22,37,35
579,0,0,0,0,0,0,0,0,0,0,11,4,35,38
580,0,0,0,0,0,0,0,0,0,0,18,4,22,38
581,0,0,0,0,0,0,0,4,11,18,37,35,43,38
582,0,0,0,0,0,0,0,0,0,0,4,35,43,38
583,0,0,0,0,0,0,0,0,0,0,22,4,35,38
584,0,0,0,0,0,0,0,0,4,11,18,22,35,38
585,0,0,0,0,0,0,0,0,0,0,0,4,11,38
586,0,0,0,0,0,0,0,0,0,0,11,4,18,37
587,0,0,0,0,0,0,0,0,0,11,4,18,35,38
588,0,0,0,0,0,0,0,0,0,18,4,22,37,35
589,0,0,0,0,0,0,0,0,0,11,4,18,37,43
590,0,0,0,0,0,0,0,0,0,0,22,4,37,43
591,0,0,0,0,0,0,0,0,0,0,0,11,4,18
592,0,0,0,0,0,0,0,0,0,0,0,4,11,37
593,0,0,0,0,0,0,0,0,4,22,37,35,43,38
594,0,0,0,0,0,0,0,0,0,0,0,4,22,35
595,0,0,0,0,0,0,0,11,4,22,37,35,43,38
596,0,0,0,0,0,0,0,0,0,11,4,37,35,43
597,0,0,0,0,0,0,0,0,0,4,11,18,37,38
598,0,0,0,0,0,0,0,0,0,0,0,18,4,43
599,0,0,0,0,0,0,0,0,0,0,0,4,18,35
600,0,0,0,0,0,0,0,0,0,0,0,4,11,35
601,0,0,0,0,0,0,0,0,0,0,4,11,43,38
602,0,0,0,0,0,0,0,0,0,4,18,37,35,38
603,0,0,0,0,0,0,0,0,0,4,11,22,43,38
604,0,0,0,0,0,0,0,0,0,0,4,11,37,38
605,0,0,0,0,0,0,0,0,0,22,4,37,35,38
606,0,0,0,0,0,0,0,0,0,0,4,11,18,22
607,0,0,0,0,0,0,0,0,4,11,22,37,35,38
608,0,0,0,0,0,0,0,0,4,18,22,37,43,38
609,0,0,0,0,0,0,0,11,4,18,22,37,35,38
610,0,0,0,0,0,0,0,0,0,4,18,35,43,38
611,0,0,0,0,0,0,0,0,0,4,22,37,35,38
612,0,0,0,0,0,0,0,0,0,11,4,35,43,38
613,0,0,0,0,0,0,0,0,0,0,0,22,4,35
614,0,0,0,0,0,0,0,0,0,0,4,18,37,43
615,0,0,0,0,0,0,0,0,0,18,4,22,37,43
616,0,0,0,0,0,0,0,0,0,0,4,18,22,35
617,0,0,0,0,0,0,0,0,0,0,4,37,35,43
618,0,0,0,0,0,0,0,0,0,18,4,22,43,38
619,0,0,0,0,0,0,0,0,4,11,18,22,37,38
620,0,0,0,0,0,0,0,0,0,11,4,22,35,38
621,0,0,0,0,0,0,0,0,0,4,18,22,43,38
622,0,0,0,0,0,0,0,0,0,0,22,4,37,38
623,0,0,0,0,0,0,0,0,0,0,11,4,43,38
624,0,0,0,0,0,0,0,0,0,22,4,37,35,43
625,0,0,0,0,0,0,11,4,18,22,37,35,43,38
626,0,0,0,0,0,0,0,0,0,4,11,35,43,38
627,0,0,0,0,0,0,0,0,0,0,4,11,22,43
628,0,0,0,0,0,0,0,0,0,0,4,22,35,38
629,0,0,0,0,0,0,0,0,0,0,18,4,35,43
630,0,0,0,0,0,0,0,4,11,18,22,35,43,38
631,0,0,0,0,0,0,0,0,0,11,4,22,37,43
632,0,0,0,0,0,0,0,0,0,0,0,37,4,43
633,0,0,0,0,0,0,0,0,0,0,4,11,35,38
634,0,0,0,0,0,0,0,0,0,4,11,18,22,35
635,0,0,0,0,0,0,0,0,0,0,0,4,37,43
636,0,0,0,0,0,0,0,0,0,0,0,0,4,22
637,0,0,0,0,0,0,0,0,0,0,0,0,37,4
638,0,0,0,0,0,0,0,11,4,18,22,37,35,43
639,0,0,0,0,0,0,0,0,0,0,18,4,37,38
640,0,0,0,0,0,0,0,0,0,0,0,18,4,38
641,0,0,0,0,0,0,0,0,11,4,22,37,35,38
642,0,0,0,0,0,0,0,0,4,11,18,22,43,38
643,0,0,0,0,0,0,0,0,0,0,4,18,22,37
644,0,0,0,0,0,0,0,0,0,0,0,0,4,18
645,0,0,0,0,0,0,0,0,0,0,18,4,37,43
646,0,0,0,0,0,0,0,0,11,4,18,22,35,43
647,0,0,0,0,0,0,0,0,0,11,4,18,22,37
648,0,0,0,0,0,0,0,0,0,11,4,22,37,38
649,0,0,0,0,0,0,0,0,0,18,4,37,35,38
650,0,0,0,0,0,0,0,0,0,0,0,0,11,4
651,0,0,0,0,0,0,0,0,11,4,37,35,43,38
652,0,0,0,0,0,0,0,0,0,0,31,6,20,23
653,0,0,0,0,0,0,0,0,0,0,0,31,6,23
654,0,0,0,0,0,0,0,0,0,0,0,31,44,23
655,0,0,0,0,0,0,0,0,0,0,31,20,23,11
656,0,0,0,0,0,0,0,0,0,31,6,20,5,11
657,0,0,0,0,0,0,0,0,0,0,0,31,20,23
658,0,0,0,0,0,0,0,0,0,0,31,6,20,11
659,0,0,0,0,0,0,0,0,0,0,31,20,44,23
660,0,0,0,0,0,0,0,0,31,6,20,5,44,11
661,0,0,0,0,0,0,0,0,0,0,0,0,31,44
662,0,0,0,0,0,0,0,0,0,0,0,31,6,44
663,0,0,0,0,0,0,0,0,0,0,31,6,5,11
664,0,0,0,0,0,0,0,0,0,0,31,6,5,44
665,0,0,0,0,0,0,0,0,0,0,31,5,23,11
666,0,0,0,0,0,0,0,0,0,31,6,5,44,23
667,0,0,0,0,0,0,0,0,0,31,20,5,44,11
668,0,0,0,0,0,0,0,0,0,0,0,31,6,5
669,0,0,0,0,0,0,0,0,0,31,20,44,23,11
670,0,0,0,0,0,0,0,0,0,31,5,44,23,11
671,0,0,0,0,0,0,0,0,0,0,31,44,23,11
672,0,0,0,0,0,0,0,0,0,31,6,20,44,11
673,0,0,0,0,0,0,0,0,0,31,20,5,44,23
674,0,0,0,0,0,0,0,0,0,0,31,6,20,5
675,0,0,0,0,0,0,0,0,0,0,0,0,31,23
676,0,0,0,0,0,0,0,0,31,20,5,44,23,11
677,0,0,0,0,0,0,0,0,0,0,0,0,31,5
678,0,0,0,0,0,0,0,0,0,0,0,31,5,23
679,0,0,0,0,0,0,0,0,31,6,5,44,23,11
680,0,0,0,0,0,0,0,0,0,0,31,20,5,44
681,0,0,0,0,0,0,0,0,0,0,31,6,23,11
682,0,0,0,0,0,0,0,0,0,31,6,20,23,11
683,0,0,0,0,0,0,0,0,0,31,6,20,44,23
684,0,0,0,0,0,0,0,0,0,0,0,31,20,5
685,0,0,0,0,0,0,0,0,0,31,6,44,23,11
686,0,0,0,0,0,0,0,0,0,31,6,5,23,11
687,0,0,0,0,0,0,0,0,0,0,31,6,5,23
688,0,0,0,0,0,0,0,0,0,0,31,6,44,23
689,0,0,0,0,0,0,0,0,31,6,20,5,23,11
690,0,0,0,0,0,0,0,31,6,20,5,44,23,11
691,0,0,0,0,0,0,0,0,0,31,6,20,5,23
692,0,0,0,0,0,0,0,0,0,31,20,5,23,11
693,0,0,0,0,0,0,0,0,0,0,0,0,31,11
694,0,0,0,0,0,0,0,0,0,0,0,31,6,20
695,0,0,0,0,0,0,0,0,0,0,0,0,31,6
696,0,0,0,0,0,0,0,0,0,0,0,0,0,31
697,0,0,0,0,0,0,0,0,0,0,31,5,44,23
698,0,0,0,0,0,0,0,0,0,31,6,5,44,11
699,0,0,0,0,0,0,0,0,0,0,0,31,6,11
700,0,0,0,0,0,0,0,0,0,0,31,20,5,23
701,0,0,0,0,0,0,0,0,31,6,20,44,23,11
702,0,0,0,0,0,0,0,0,0,0,31,5,44,11
703,0,0,0,0,0,0,0,0,0,0,0,31,5,11
704,0,0,0,0,0,0,0,0,0,0,0,31,23,11
705,0,0,0,0,0,0,0,0,31,6,20,5,44,23
706,0,0,0,0,0,0,0,0,0,0,31,20,5,11
707,0,0,0,0,0,0,0,0,0,0,31,6,20,44
708,0,0,0,0,0,0,0,0,0,0,0,31,20,11
709,0,0,0,0,0,0,0,0,0,0,0,0,31,20
710,0,0,0,0,0,0,0,0,0,0,31,20,44,11
711,0,0,0,0,0,0,0,0,0,0,0,31,5,44
712,0,0,0,0,0,0,0,0,0,31,6,20,5,44
713,0,0,0,0,0,0,0,0,0,0,31,6,44,11
714,0,0,0,0,0,0,0,0,0,0,0,31,44,11
715,0,0,0,0,0,0,0,0,0,0,0,31,20,44
716,0,0,0,0,0,0,0,19,23,20,30,21,32,12
717,0,0,0,0,19,6,32,21,23,5,1,28,29,12
718,0,0,0,0,0,0,19,30,12,21,6,1,28,29
719,0,0,0,0,0,0,0,19,20,6,21,1,14,12
720,0,0,0,19,6,32,28,29,21,23,20,5,1,12
721,0,0,0,0,0,0,19,5,14,28,29,21,23,32
722,0,0,0,0,0,0,0,19,32,21,23,20,5,14
723,0,0,0,0,0,0,0,19,12,21,1,6,14,30
724,0,0,0,0,0,0,0,19,23,5,21,6,1,30
725,0,0,0,0,0,0,0,19,23,20,1,6,21,14
726,0,0,0,0,0,0,19,20,21,6,30,28,29,12
727,0,0,0,19,20,6,1,30,21,23,32,28,29,12
728,0,0,0,0,0,0,19,20,6,30,28,29,21,14
729,0,0,0,0,19,14,12,21,23,5,1,6,28,29
730,0,0,0,0,0,19,23,5,21,6,32,28,29,12
731,0,0,0,0,0,0,0,0,19,5,21,23,30,12
732,0,0,19,20,5,30,21,23,1,6,14,32,28,29
733,0,0,0,19,28,29,21,20,6,1,14,32,30,12
734,0,0,0,0,0,19,23,28,29,21,20,6,32,12
735,0,0,19,23,20,6,30,28,29,21,5,1,14,32
736,0,0,19,23,1,6,14,21,20,5,32,30,28,29
737,0,0,0,0,19,6,12,21,23,20,5,32,28,29
738,0,0,0,0,0,19,5,6,28,29,12,21,23,20
739,0,0,0,0,0,0,0,0,19,23,6,12,21,20
740,0,0,0,19,20,5,32,28,29,12,21,6,1,14
741,0,0,0,19,5,14,30,12,21,6,1,32,28,29
742,0,0,0,0,0,19,20,30,28,29,21,14,32,12
743,0,0,0,0,19,5,32,28,29,21,20,6,14,30
744,0,0,19,23,5,14,28,29,12,21,20,6,1,30
745,0,0,19,23,20,21,5,1,6,14,30,28,29,12
746,0,0,0,19,14,30,12,21,23,1,6,32,28,29
747,0,0,0,0,0,0,19,6,1,21,23,30,28,29
748,0,0,0,0,0,0,0,19,6,12,21,14,32,30
749,0,0,0,0,19,20,5,28,29,21,6,1,14,12
750,0,0,0,19,6,28,29,21,23,5,1,14,32,30
751,0,0,0,19,5,6,14,30,28,29,12,21,20,1
752,0,0,0,0,19,20,5,1,6,21,23,32,30,12
753,0,0,0,0,19,20,28,29,21,23,5,14,32,12
754,0,0,0,0,0,0,19,5,6,32,30,12,21,14
755,0,0,0,0,19,30,12,21,23,1,6,32,28,29
756,0,0,0,0,19,23,14,30,21,20,5,1,6,12
757,0,0,0,0,19,6,30,28,29,21,23,1,14,12
758,0,0,0,0,19,23,32,21,20,5,6,14,28,29
759,0,0,0,0,0,0,0,0,0,0,0,19,6,32
760,0,0,0,0,0,19,20,6,12,21,23,5,32,30
761,0,0,0,0,19,23,20,21,6,14,32,30,28,29
762,0,0,19,20,5,1,6,30,28,29,12,21,23,14
763,0,0,0,0,0,19,21,23,20,5,32,28,29,12
764,0,0,0,19,23,14,32,28,29,21,5,1,6,30
765,0,0,0,0,0,19,1,6,30,28,29,21,5,32
766,0,0,0,0,19,20,5,28,29,12,21,6,1,14
767,0,0,0,0,19,6,14,32,21,23,20,1,30,12
768,0,0,0,0,0,0,0,19,30,21,23,6,1,32
769,0,0,0,0,19,30,28,29,12,21,1,6,14,32
770,0,0,0,0,19,20,6,32,21,5,1,14,28,29
771,0,0,0,0,0,0,0,19,1,6,14,12,21,30
772,0,0,0,0,0,19,20,1,6,30,28,29,21,12
773,0,0,0,0,0,0,19,23,14,21,20,30,28,29
774,0,0,0,0,0,0,0,19,21,23,5,6,14,32
775,0,0,0,19,6,14,32,21,23,20,5,28,29,12
776,0,0,0,0,0,0,19,23,5,6,1,30,21,32
777,0,0,0,0,0,19,1,6,28,29,21,23,30,12
778,0,0,0,0,0,0,0,0,0,0,19,5,12,21
779,0,0,0,19,21,23,1,6,14,32,30,28,29,12
780,0,0,19,20,5,1,6,14,28,29,21,23,32,12
781,0,0,0,0,0,0,19,20,21,5,6,1,30,12
782,0,0,0,0,0,0,0,0,19,14,12,21,23,30
783,0,0,0,0,0,0,19,6,1,32,12,21,20,30
784,0,0,0,0,19,20,28,29,21,1,6,14,32,12
785,0,0,0,0,19,23,14,30,21,20,5,6,28,29
786,0,0,0,0,19,23,30,28,29,21,20,5,32,12
787,0,0,0,0,0,0,19,23,5,12,21,20,1,6
788,0,0,19,32,30,28,29,21,20,5,6,1,14,12
789,0,0,0,0,0,19,23,20,1,6,28,29,21,30
790,0,0,0,0,0,0,0,0,19,23,20,6,21,12
791,0,0,0,0,19,32,21,23,20,5,30,28,29,12
792,0,0,0,0,0,0,19,20,6,1,12,21,32,30
793,0,0,0,0,19,20,6,1,14,32,30,21,28,29
794,0,0,0,0,0,19,21,5,1,6,14,32,28,29
795,0,0,0,19,20,1,6,32,30,28,29,21,23,12
796,0,0,0,0,19,14,12,21,23,20,32,30,28,29
797,0,0,0,0,19,1,6,28,29,21,20,32,30,12
798,0,0,0,0,19,23,20,30,28,29,21,1,6,32
799,0,19,20,1,6,14,30,21,23,5,32,28,29,12
800,0,0,0,0,0,0,19,5,14,28,29,21,6,1
801,0,0,0,0,0,19,20,12,21,6,14,32,28,29
802,0,0,0,0,0,0,19,32,28,29,21,20,5,14
803,0,0,19,20,5,32,28,29,21,1,6,14,30,12
804,0,0,19,23,20,5,6,14,28,29,21,32,30,12
805,0,0,0,0,0,19,23,30,21,20,1,6,28,29
806,0,0,0,19,20,14,12,21,5,6,1,30,28,29
807,0,0,0,19,14,30,21,23,5,6,1,28,29,12
808,0,0,0,0,0,19,23,20,5,6,1,12,21,30
809,0,0,0,0,0,19,5,14,21,23,20,1,6,30
810,0,0,0,0,19,5,6,14,12,21,23,32,28,29
811,0,0,19,6,1,14,30,28,29,21,23,5,32,12
812,0,0,0,0,0,19,20,5,6,30,21,1,32,12
813,0,0,0,0,0,0,0,19,20,6,21,23,1,12
814,0,0,19,23,14,30,28,29,21,20,5,6,1,12
815,0,0,0,0,19,20,5,14,28,29,21,1,6,32
